1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,43,Xã Vĩnh Bình
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,44,Thị trấn Thanh An
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,45,Thị trấn Vĩnh Thạnh
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,46,Xã Thạnh Mỹ
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,47,Xã Vĩnh Trinh
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,48,Xã Thạnh An
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,49,Xã Thạnh Tiến
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,50,Xã Thạnh Thắng
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,51,Xã Thạnh Lợi
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,52,Xã Thạnh Qưới
1,Thành phố Cần Thơ,6,Huyện Vĩnh Thạnh,53,Xã Thạnh Lộc
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,54,Xã Trung An
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,55,Xã Trung Thạnh
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,56,Xã Thạnh Phú
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,57,Xã Trung Hưng
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,58,Thị trấn Cờ Đỏ
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,59,Xã Thới Hưng
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,60,Xã Đông Hiệp
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,61,Xã Đông Thắng
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,62,Xã Thới Đông
1,Thành phố Cần Thơ,7,Huyện Cờ Đỏ,63,Xã Thới Xuân
1,Thành phố Cần Thơ,8,Huyện Phong Điền,64,Thị trấn Phong Điền
1,Thành phố Cần Thơ,8,Huyện Phong Điền,65,Xã Nhơn Ái
1,Thành phố Cần Thơ,8,Huyện Phong Điền,66,Xã Giai Xuân
1,Thành phố Cần Thơ,8,Huyện Phong Điền,67,Xã Tân Thới
1,Thành phố Cần Thơ,8,Huyện Phong Điền,68,Xã Trường Long
1,Thành phố Cần Thơ,8,Huyện Phong Điền,69,Xã Mỹ Khánh
1,Thành phố Cần Thơ,8,Huyện Phong Điền,70,Xã Nhơn Nghĩa
1,Thành phố Cần Thơ,9,Huyện Thới Lai,71,Thị trấn Thới Lai
1,Thành phố Cần Thơ,9,Huyện Thới Lai,72,Xã Thới Thạnh
1,Thành phố Cần Thơ,9,Huyện Thới Lai,73,Xã Tân Thạnh
1,Thành phố Cần Thơ,9,Huyện Thới Lai,74,Xã Xuân Thắng
1,Thành phố Cần Thơ,9,Huyện Thới Lai,75,Xã Đông Bình
1,Thành phố Cần Thơ,9,Huyện Thới Lai,76,Xã Đông Thuận
1,Thành phố Cần Thơ,9,Huyện Thới Lai,77,Xã Thới Tân
1,Thành phố Cần Thơ,9,Huyện Thới Lai,78,Xã Trường Thắng
1,Thành phố Cần Thơ,9,Huyện Thới Lai,79,Xã Định Môn
1,Thành phố Cần Thơ,9,Huyện Thới Lai,80,Xã Trường Thành
1,Thành phố Cần Thơ,9,Huyện Thới Lai,81,Xã Trường Xuân
1,Thành phố Cần Thơ,9,Huyện Thới Lai,82,Xã Trường Xuân A
1,Thành phố Cần Thơ,9,Huyện Thới Lai,83,Xã Trường Xuân B
2,Thành phố Hà Nội,10,Quận Ba Đình,84,Phường Phúc Xá
2,Thành phố Hà Nội,10,Quận Ba Đình,85,Phường Trúc Bạch
2,Thành phố Hà Nội,10,Quận Ba Đình,86,Phường Vĩnh Phúc
2,Thành phố Hà Nội,10,Quận Ba Đình,87,Phường Cống Vị
2,Thành phố Hà Nội,10,Quận Ba Đình,88,Phường Liễu Giai
2,Thành phố Hà Nội,10,Quận Ba Đình,89,Phường Nguyễn Trung Trực
2,Thành phố Hà Nội,10,Quận Ba Đình,90,Phường Quán Thánh
2,Thành phố Hà Nội,10,Quận Ba Đình,91,Phường Ngọc Hà
2,Thành phố Hà Nội,10,Quận Ba Đình,92,Phường Điện Biên
2,Thành phố Hà Nội,10,Quận Ba Đình,93,Phường Đội Cấn
2,Thành phố Hà Nội,10,Quận Ba Đình,94,Phường Ngọc Khánh
2,Thành phố Hà Nội,10,Quận Ba Đình,95,Phường Kim Mã
2,Thành phố Hà Nội,10,Quận Ba Đình,96,Phường Giảng Võ
2,Thành phố Hà Nội,10,Quận Ba Đình,97,Phường Thành Công
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,98,Phường Phúc Tân
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,99,Phường Đồng Xuân
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,100,Phường Hàng Mã
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,101,Phường Hàng Buồm
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,102,Phường Hàng Đào
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,103,Phường Hàng Bồ
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,104,Phường Cửa Đông
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,105,Phường Lý Thái Tổ
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,106,Phường Hàng Bạc
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,107,Phường Hàng Gai
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,108,Phường Chương Dương
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,109,Phường Hàng Trống
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,110,Phường Cửa Nam
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,111,Phường Hàng Bông
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,112,Phường Tràng Tiền
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,113,Phường Trần Hưng Đạo
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,114,Phường Phan Chu Trinh
2,Thành phố Hà Nội,11,Quận Hoàn Kiếm,115,Phường Hàng Bài
2,Thành phố Hà Nội,12,Quận Tây Hồ,116,Phường Phú Thượng
2,Thành phố Hà Nội,12,Quận Tây Hồ,117,Phường Nhật Tân
2,Thành phố Hà Nội,12,Quận Tây Hồ,118,Phường Tứ Liên
2,Thành phố Hà Nội,12,Quận Tây Hồ,119,Phường Quảng An
2,Thành phố Hà Nội,12,Quận Tây Hồ,120,Phường Xuân La
2,Thành phố Hà Nội,12,Quận Tây Hồ,121,Phường Yên Phụ
2,Thành phố Hà Nội,12,Quận Tây Hồ,122,Phường Bưởi
2,Thành phố Hà Nội,12,Quận Tây Hồ,123,Phường Thụy Khuê
2,Thành phố Hà Nội,13,Quận Long Biên,124,Phường Thượng Thanh
2,Thành phố Hà Nội,13,Quận Long Biên,125,Phường Ngọc Thụy
2,Thành phố Hà Nội,13,Quận Long Biên,126,Phường Giang Biên
2,Thành phố Hà Nội,13,Quận Long Biên,127,Phường Đức Giang
2,Thành phố Hà Nội,13,Quận Long Biên,128,Phường Việt Hưng
2,Thành phố Hà Nội,13,Quận Long Biên,129,Phường Gia Thụy
2,Thành phố Hà Nội,13,Quận Long Biên,130,Phường Ngọc Lâm
2,Thành phố Hà Nội,13,Quận Long Biên,131,Phường Phúc Lợi
2,Thành phố Hà Nội,13,Quận Long Biên,132,Phường Bồ Đề
2,Thành phố Hà Nội,13,Quận Long Biên,133,Phường Sài Đồng
2,Thành phố Hà Nội,13,Quận Long Biên,134,Phường Long Biên
2,Thành phố Hà Nội,13,Quận Long Biên,135,Phường Thạch Bàn
2,Thành phố Hà Nội,13,Quận Long Biên,136,Phường Phúc Đồng
2,Thành phố Hà Nội,13,Quận Long Biên,137,Phường Cự Khối
2,Thành phố Hà Nội,14,Quận Cầu Giấy,138,Phường Nghĩa Đô
2,Thành phố Hà Nội,14,Quận Cầu Giấy,139,Phường Nghĩa Tân
2,Thành phố Hà Nội,14,Quận Cầu Giấy,140,Phường Mai Dịch
2,Thành phố Hà Nội,14,Quận Cầu Giấy,141,Phường Dịch Vọng
2,Thành phố Hà Nội,14,Quận Cầu Giấy,142,Phường Dịch Vọng Hậu
2,Thành phố Hà Nội,14,Quận Cầu Giấy,143,Phường Quan Hoa
2,Thành phố Hà Nội,14,Quận Cầu Giấy,144,Phường Yên Hoà
2,Thành phố Hà Nội,14,Quận Cầu Giấy,145,Phường Trung Hoà
2,Thành phố Hà Nội,15,Quận Đống Đa,146,Phường Cát Linh
2,Thành phố Hà Nội,15,Quận Đống Đa,147,Phường Văn Miếu
2,Thành phố Hà Nội,15,Quận Đống Đa,148,Phường Quốc Tử Giám
2,Thành phố Hà Nội,15,Quận Đống Đa,149,Phường Láng Thượng
2,Thành phố Hà Nội,15,Quận Đống Đa,150,Phường Ô Chợ Dừa
2,Thành phố Hà Nội,15,Quận Đống Đa,151,Phường Văn Chương
2,Thành phố Hà Nội,15,Quận Đống Đa,152,Phường Hàng Bột
2,Thành phố Hà Nội,15,Quận Đống Đa,153,Phường Láng Hạ
2,Thành phố Hà Nội,15,Quận Đống Đa,154,Phường Khâm Thiên
2,Thành phố Hà Nội,15,Quận Đống Đa,155,Phường Thổ Quan
2,Thành phố Hà Nội,15,Quận Đống Đa,156,Phường Nam Đồng
2,Thành phố Hà Nội,15,Quận Đống Đa,157,Phường Trung Phụng
2,Thành phố Hà Nội,15,Quận Đống Đa,158,Phường Quang Trung
2,Thành phố Hà Nội,15,Quận Đống Đa,159,Phường Trung Liệt
2,Thành phố Hà Nội,15,Quận Đống Đa,160,Phường Phương Liên
2,Thành phố Hà Nội,15,Quận Đống Đa,161,Phường Thịnh Quang
2,Thành phố Hà Nội,15,Quận Đống Đa,162,Phường Trung Tự
2,Thành phố Hà Nội,15,Quận Đống Đa,163,Phường Kim Liên
2,Thành phố Hà Nội,15,Quận Đống Đa,164,Phường Phương Mai
2,Thành phố Hà Nội,15,Quận Đống Đa,165,Phường Ngã Tư Sở
2,Thành phố Hà Nội,15,Quận Đống Đa,166,Phường Khương Thượng
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,167,Phường Nguyễn Du
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,168,Phường Bạch Đằng
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,169,Phường Phạm Đình Hổ
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,170,Phường Lê Đại Hành
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,171,Phường Đồng Nhân
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,172,Phường Phố Huế
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,173,Phường Đống Mác
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,174,Phường Thanh Lương
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,175,Phường Thanh Nhàn
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,176,Phường Cầu Dền
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,177,Phường Bách Khoa
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,178,Phường Đồng Tâm
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,179,Phường Vĩnh Tuy
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,180,Phường Bạch Mai
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,181,Phường Quỳnh Mai
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,182,Phường Quỳnh Lôi
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,183,Phường Minh Khai
2,Thành phố Hà Nội,16,Quận Hai Bà Trưng,184,Phường Trương Định
2,Thành phố Hà Nội,17,Quận Hoàng Mai,185,Phường Thanh Trì
2,Thành phố Hà Nội,17,Quận Hoàng Mai,186,Phường Vĩnh Hưng
2,Thành phố Hà Nội,17,Quận Hoàng Mai,187,Phường Định Công
2,Thành phố Hà Nội,17,Quận Hoàng Mai,188,Phường Mai Động
2,Thành phố Hà Nội,17,Quận Hoàng Mai,189,Phường Tương Mai
2,Thành phố Hà Nội,17,Quận Hoàng Mai,190,Phường Đại Kim
2,Thành phố Hà Nội,17,Quận Hoàng Mai,191,Phường Tân Mai
2,Thành phố Hà Nội,17,Quận Hoàng Mai,192,Phường Hoàng Văn Thụ
2,Thành phố Hà Nội,17,Quận Hoàng Mai,193,Phường Giáp Bát
2,Thành phố Hà Nội,17,Quận Hoàng Mai,194,Phường Lĩnh Nam
2,Thành phố Hà Nội,17,Quận Hoàng Mai,195,Phường Thịnh Liệt
2,Thành phố Hà Nội,17,Quận Hoàng Mai,196,Phường Trần Phú
2,Thành phố Hà Nội,17,Quận Hoàng Mai,197,Phường Hoàng Liệt
2,Thành phố Hà Nội,17,Quận Hoàng Mai,198,Phường Yên Sở
2,Thành phố Hà Nội,18,Quận Thanh Xuân,199,Phường Nhân Chính
2,Thành phố Hà Nội,18,Quận Thanh Xuân,200,Phường Thượng Đình
2,Thành phố Hà Nội,18,Quận Thanh Xuân,201,Phường Khương Trung
2,Thành phố Hà Nội,18,Quận Thanh Xuân,202,Phường Khương Mai
2,Thành phố Hà Nội,18,Quận Thanh Xuân,203,Phường Thanh Xuân Trung
2,Thành phố Hà Nội,18,Quận Thanh Xuân,204,Phường Phương Liệt
2,Thành phố Hà Nội,18,Quận Thanh Xuân,205,Phường Hạ Đình
2,Thành phố Hà Nội,18,Quận Thanh Xuân,206,Phường Khương Đình
2,Thành phố Hà Nội,18,Quận Thanh Xuân,207,Phường Thanh Xuân Bắc
2,Thành phố Hà Nội,18,Quận Thanh Xuân,208,Phường Thanh Xuân Nam
2,Thành phố Hà Nội,18,Quận Thanh Xuân,209,Phường Kim Giang
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,210,Thị trấn Sóc Sơn
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,211,Xã Bắc Sơn
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,212,Xã Minh Trí
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,213,Xã Hồng Kỳ
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,214,Xã Nam Sơn
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,215,Xã Trung Giã
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,216,Xã Tân Hưng
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,217,Xã Minh Phú
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,218,Xã Phù Linh
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,219,Xã Bắc Phú
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,220,Xã Tân Minh
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,221,Xã Quang Tiến
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,222,Xã Hiền Ninh
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,223,Xã Tân Dân
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,224,Xã Tiên Dược
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,225,Xã Việt Long
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,226,Xã Xuân Giang
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,227,Xã Mai Đình
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,228,Xã Đức Hoà
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,229,Xã Thanh Xuân
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,230,Xã Đông Xuân
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,231,Xã Kim Lũ
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,232,Xã Phú Cường
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,233,Xã Phú Minh
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,234,Xã Phù Lỗ
2,Thành phố Hà Nội,19,Huyện Sóc Sơn,235,Xã Xuân Thu
2,Thành phố Hà Nội,20,Huyện Đông Anh,236,Thị trấn Đông Anh
2,Thành phố Hà Nội,20,Huyện Đông Anh,237,Xã Xuân Nộn
2,Thành phố Hà Nội,20,Huyện Đông Anh,238,Xã Thuỵ Lâm
2,Thành phố Hà Nội,20,Huyện Đông Anh,239,Xã Bắc Hồng
2,Thành phố Hà Nội,20,Huyện Đông Anh,240,Xã Nguyên Khê
2,Thành phố Hà Nội,20,Huyện Đông Anh,241,Xã Nam Hồng
2,Thành phố Hà Nội,20,Huyện Đông Anh,242,Xã Tiên Dương
2,Thành phố Hà Nội,20,Huyện Đông Anh,243,Xã Vân Hà
2,Thành phố Hà Nội,20,Huyện Đông Anh,244,Xã Uy Nỗ
2,Thành phố Hà Nội,20,Huyện Đông Anh,245,Xã Vân Nội
2,Thành phố Hà Nội,20,Huyện Đông Anh,246,Xã Liên Hà
2,Thành phố Hà Nội,20,Huyện Đông Anh,247,Xã Việt Hùng
2,Thành phố Hà Nội,20,Huyện Đông Anh,248,Xã Kim Nỗ
2,Thành phố Hà Nội,20,Huyện Đông Anh,249,Xã Kim Chung
2,Thành phố Hà Nội,20,Huyện Đông Anh,250,Xã Dục Tú
2,Thành phố Hà Nội,20,Huyện Đông Anh,251,Xã Đại Mạch
2,Thành phố Hà Nội,20,Huyện Đông Anh,252,Xã Vĩnh Ngọc
2,Thành phố Hà Nội,20,Huyện Đông Anh,253,Xã Cổ Loa
2,Thành phố Hà Nội,20,Huyện Đông Anh,254,Xã Hải Bối
2,Thành phố Hà Nội,20,Huyện Đông Anh,255,Xã Xuân Canh
2,Thành phố Hà Nội,20,Huyện Đông Anh,256,Xã Võng La
2,Thành phố Hà Nội,20,Huyện Đông Anh,257,Xã Tàm Xá
2,Thành phố Hà Nội,20,Huyện Đông Anh,258,Xã Mai Lâm
2,Thành phố Hà Nội,20,Huyện Đông Anh,259,Xã Đông Hội
2,Thành phố Hà Nội,21,Huyện Gia Lâm,260,Thị trấn Yên Viên
2,Thành phố Hà Nội,21,Huyện Gia Lâm,261,Xã Yên Thường
2,Thành phố Hà Nội,21,Huyện Gia Lâm,262,Xã Yên Viên
2,Thành phố Hà Nội,21,Huyện Gia Lâm,263,Xã Ninh Hiệp
2,Thành phố Hà Nội,21,Huyện Gia Lâm,264,Xã Đình Xuyên
2,Thành phố Hà Nội,21,Huyện Gia Lâm,265,Xã Dương Hà
2,Thành phố Hà Nội,21,Huyện Gia Lâm,266,Xã Phù Đổng
2,Thành phố Hà Nội,21,Huyện Gia Lâm,267,Xã Trung Mầu
2,Thành phố Hà Nội,21,Huyện Gia Lâm,268,Xã Lệ Chi
2,Thành phố Hà Nội,21,Huyện Gia Lâm,269,Xã Cổ Bi
2,Thành phố Hà Nội,21,Huyện Gia Lâm,270,Xã Đặng Xá
2,Thành phố Hà Nội,21,Huyện Gia Lâm,271,Xã Phú Thị
2,Thành phố Hà Nội,21,Huyện Gia Lâm,272,Xã Kim Sơn
2,Thành phố Hà Nội,21,Huyện Gia Lâm,273,Thị trấn Trâu Quỳ
2,Thành phố Hà Nội,21,Huyện Gia Lâm,274,Xã Dương Quang
2,Thành phố Hà Nội,21,Huyện Gia Lâm,275,Xã Dương Xá
2,Thành phố Hà Nội,21,Huyện Gia Lâm,276,Xã Đông Dư
2,Thành phố Hà Nội,21,Huyện Gia Lâm,277,Xã Đa Tốn
2,Thành phố Hà Nội,21,Huyện Gia Lâm,278,Xã Kiêu Kỵ
2,Thành phố Hà Nội,21,Huyện Gia Lâm,279,Xã Bát Tràng
2,Thành phố Hà Nội,21,Huyện Gia Lâm,280,Xã Kim Lan
2,Thành phố Hà Nội,21,Huyện Gia Lâm,281,Xã Văn Đức
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,282,Phường Cầu Diễn
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,283,Phường Xuân Phương
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,284,Phường Phương Canh
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,285,Phường Mỹ Đình 1
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,286,Phường Mỹ Đình 2
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,287,Phường Tây Mỗ
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,288,Phường Mễ Trì
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,289,Phường Phú Đô
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,290,Phường Đại Mỗ
2,Thành phố Hà Nội,22,Quận Nam Từ Liêm,291,Phường Trung Văn
2,Thành phố Hà Nội,23,Huyện Thanh Trì,292,Thị trấn Văn Điển
2,Thành phố Hà Nội,23,Huyện Thanh Trì,293,Xã Tân Triều
2,Thành phố Hà Nội,23,Huyện Thanh Trì,294,Xã Thanh Liệt
2,Thành phố Hà Nội,23,Huyện Thanh Trì,295,Xã Tả Thanh Oai
2,Thành phố Hà Nội,23,Huyện Thanh Trì,296,Xã Hữu Hoà
2,Thành phố Hà Nội,23,Huyện Thanh Trì,297,Xã Tam Hiệp
2,Thành phố Hà Nội,23,Huyện Thanh Trì,298,Xã Tứ Hiệp
2,Thành phố Hà Nội,23,Huyện Thanh Trì,299,Xã Yên Mỹ
2,Thành phố Hà Nội,23,Huyện Thanh Trì,300,Xã Vĩnh Quỳnh
2,Thành phố Hà Nội,23,Huyện Thanh Trì,301,Xã Ngũ Hiệp
2,Thành phố Hà Nội,23,Huyện Thanh Trì,302,Xã Duyên Hà
2,Thành phố Hà Nội,23,Huyện Thanh Trì,303,Xã Ngọc Hồi
2,Thành phố Hà Nội,23,Huyện Thanh Trì,304,Xã Vạn Phúc
2,Thành phố Hà Nội,23,Huyện Thanh Trì,305,Xã Đại áng
2,Thành phố Hà Nội,23,Huyện Thanh Trì,306,Xã Liên Ninh
2,Thành phố Hà Nội,23,Huyện Thanh Trì,307,Xã Đông Mỹ
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,308,Phường Thượng Cát
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,309,Phường Liên Mạc
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,310,Phường Đông Ngạc
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,311,Phường Đức Thắng
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,312,Phường Thụy Phương
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,313,Phường Tây Tựu
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,314,Phường Xuân Đỉnh
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,315,Phường Xuân Tảo
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,316,Phường Minh Khai
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,317,Phường Cổ Nhuế 1
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,318,Phường Cổ Nhuế 2
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,319,Phường Phú Diễn
2,Thành phố Hà Nội,24,Quận Bắc Từ Liêm,320,Phường Phúc Diễn
2,Thành phố Hà Nội,25,Huyện Mê Linh,321,Thị trấn Chi Đông
2,Thành phố Hà Nội,25,Huyện Mê Linh,322,Xã Đại Thịnh
2,Thành phố Hà Nội,25,Huyện Mê Linh,323,Xã Kim Hoa
2,Thành phố Hà Nội,25,Huyện Mê Linh,324,Xã Thạch Đà
2,Thành phố Hà Nội,25,Huyện Mê Linh,325,Xã Tiến Thắng
2,Thành phố Hà Nội,25,Huyện Mê Linh,326,Xã Tự Lập
2,Thành phố Hà Nội,25,Huyện Mê Linh,327,Thị trấn Quang Minh
2,Thành phố Hà Nội,25,Huyện Mê Linh,328,Xã Thanh Lâm
2,Thành phố Hà Nội,25,Huyện Mê Linh,329,Xã Tam Đồng
2,Thành phố Hà Nội,25,Huyện Mê Linh,330,Xã Liên Mạc
2,Thành phố Hà Nội,25,Huyện Mê Linh,331,Xã Vạn Yên
2,Thành phố Hà Nội,25,Huyện Mê Linh,332,Xã Chu Phan
2,Thành phố Hà Nội,25,Huyện Mê Linh,333,Xã Tiến Thịnh
2,Thành phố Hà Nội,25,Huyện Mê Linh,334,Xã Mê Linh
2,Thành phố Hà Nội,25,Huyện Mê Linh,335,Xã Văn Khê
